model,scenario,region,variable,item,unit,year,value
aglink,baseline,anz,area,wht,1000 ha,2030,12360.76452
aglink,baseline,anz,area,wht,1000 ha,2040,12211.50239
aglink,baseline,anz,cons,cgr,1000 t,2000,7104.225182
aglink,baseline,anz,cons,cgr,1000 t,2010,6552.557951
aglink,baseline,anz,cons,cgr,1000 t,2020,8603.710863
aglink,baseline,anz,cons,cgr,1000 t,2030,7989.606837
aglink,baseline,anz,cons,cgr,1000 t,2040,8437.07427
aglink,baseline,anz,cons,nrm,1000 t,2000,1354.526145
aglink,baseline,anz,cons,nrm,1000 t,2010,1995.148951
aglink,baseline,anz,cons,nrm,1000 t,2020,2615.874802
aglink,baseline,anz,cons,nrm,1000 t,2030,3053.856268
aglink,baseline,anz,cons,nrm,1000 t,2040,3433.443416
aglink,baseline,anz,cons,osd,1000 t,2000,568.54991
aglink,baseline,anz,cons,osd,1000 t,2010,884.01191
aglink,baseline,anz,cons,osd,1000 t,2020,1210.994065
aglink,baseline,anz,cons,osd,1000 t,2030,1350.120046
aglink,baseline,anz,cons,osd,1000 t,2040,1395.456988
aglink,baseline,anz,cons,pfb,1000 t,2000,36.6
aglink,baseline,anz,cons,pfb,1000 t,2010,9.821102688
aglink,baseline,anz,cons,pfb,1000 t,2020,2.588658658
aglink,baseline,anz,cons,pfb,1000 t,2030,2.584874467
aglink,baseline,anz,cons,pfb,1000 t,2040,2.593289476
aglink,baseline,anz,cons,ric,1000 t,2000,797.010205
aglink,baseline,anz,cons,ric,1000 t,2010,895.6846978
aglink,baseline,anz,cons,ric,1000 t,2020,743.4493772
aglink,baseline,anz,cons,ric,1000 t,2030,606.9100243
aglink,baseline,anz,cons,ric,1000 t,2040,672.756164
aglink,baseline,anz,cons,rum,1000 t,2000,1215.192677
aglink,baseline,anz,cons,rum,1000 t,2010,1162.148725
aglink,baseline,anz,cons,rum,1000 t,2020,1057.303991
aglink,baseline,anz,cons,rum,1000 t,2030,940.8166464
aglink,baseline,anz,cons,rum,1000 t,2040,886.705237
aglink,baseline,anz,cons,vfn,1000 t,2000,1728.338
aglink,baseline,anz,cons,vfn,1000 t,2010,1951.379331
aglink,baseline,anz,cons,vfn,1000 t,2020,1355.27422
aglink,baseline,anz,cons,vfn,1000 t,2030,1452.09701
aglink,baseline,anz,cons,vfn,1000 t,2040,1533.59986
aglink,baseline,anz,cons,wht,1000 t,2000,5390.977
aglink,baseline,anz,cons,wht,1000 t,2010,6160.283009
aglink,baseline,anz,cons,wht,1000 t,2020,9243.524859
aglink,baseline,anz,cons,wht,1000 t,2030,10145.66936
aglink,baseline,anz,cons,wht,1000 t,2040,10938.9429
aglink,baseline,anz,expo,cgr,1000 t,2000,4485.529948
aglink,baseline,anz,expo,cgr,1000 t,2010,5436.361481
aglink,baseline,anz,expo,cgr,1000 t,2020,9031.229501
aglink,baseline,anz,expo,cgr,1000 t,2030,8467.910588
aglink,baseline,anz,expo,cgr,1000 t,2040,8881.87353
aglink,baseline,anz,expo,nrm,1000 t,2000,64.1994629
aglink,baseline,anz,expo,nrm,1000 t,2010,69.52390353
aglink,baseline,anz,expo,nrm,1000 t,2020,97.66920076
aglink,baseline,anz,expo,nrm,1000 t,2030,98.20532345
aglink,baseline,anz,expo,nrm,1000 t,2040,98.50518577
aglink,baseline,anz,expo,osd,1000 t,2000,1409.551
aglink,baseline,anz,expo,osd,1000 t,2010,1555.08609
aglink,baseline,anz,expo,osd,1000 t,2020,3502.697275
aglink,baseline,anz,expo,osd,1000 t,2030,3994.721892
aglink,baseline,anz,expo,osd,1000 t,2040,4003.7895
aglink,baseline,anz,expo,pfb,1000 t,2000,849.865
aglink,baseline,anz,expo,pfb,1000 t,2010,546
aglink,baseline,anz,expo,pfb,1000 t,2020,420.3740153
aglink,baseline,anz,expo,pfb,1000 t,2030,811.6336971
aglink,baseline,anz,expo,pfb,1000 t,2040,869.006811
aglink,baseline,anz,expo,ric,1000 t,2000,660.901
aglink,baseline,anz,expo,ric,1000 t,2010,91.441
aglink,baseline,anz,expo,ric,1000 t,2020,31.09616187
aglink,baseline,anz,expo,ric,1000 t,2030,147.584075
aglink,baseline,anz,expo,ric,1000 t,2040,169.2594022
aglink,baseline,anz,expo,rum,1000 t,2000,2896.800737
aglink,baseline,anz,expo,rum,1000 t,2010,2886.030432
aglink,baseline,anz,expo,rum,1000 t,2020,3266.733579
aglink,baseline,anz,expo,rum,1000 t,2030,3463.679024
aglink,baseline,anz,expo,rum,1000 t,2040,3711.155996
aglink,baseline,anz,expo,vfn,1000 t,2000,931.0060206
aglink,baseline,anz,expo,vfn,1000 t,2010,1069.338669
aglink,baseline,anz,expo,vfn,1000 t,2020,2228.726768
aglink,baseline,anz,expo,vfn,1000 t,2030,1922.650481
aglink,baseline,anz,expo,vfn,1000 t,2040,2288.742812
aglink,baseline,anz,expo,wht,1000 t,2000,16142.308
aglink,baseline,anz,expo,wht,1000 t,2010,18587.50057
aglink,baseline,anz,expo,wht,1000 t,2020,23697.16927
aglink,baseline,anz,expo,wht,1000 t,2030,20183.76537
aglink,baseline,anz,expo,wht,1000 t,2040,21219.35059
aglink,baseline,anz,feed,cgr,1000 t,2000,5777.774468
aglink,baseline,anz,feed,cgr,1000 t,2010,4772.677236
aglink,baseline,anz,feed,cgr,1000 t,2020,6968.377327
aglink,baseline,anz,feed,cgr,1000 t,2030,6058.049036
aglink,baseline,anz,feed,cgr,1000 t,2040,6498.096795
aglink,baseline,anz,feed,ric,1000 t,2000,110.1194376
aglink,baseline,anz,feed,ric,1000 t,2010,21.58566915
aglink,baseline,anz,feed,ric,1000 t,2020,10.18999553
aglink,baseline,anz,feed,ric,1000 t,2030,13.53632322
aglink,baseline,anz,feed,ric,1000 t,2040,13.53632322
aglink,baseline,anz,feed,vfn,1000 t,2000,1167.298
aglink,baseline,anz,feed,vfn,1000 t,2010,1095.863818
aglink,baseline,anz,feed,vfn,1000 t,2020,747.4205963
aglink,baseline,anz,feed,vfn,1000 t,2030,797.6741946
aglink,baseline,anz,feed,vfn,1000 t,2040,818.881594
aglink,baseline,anz,feed,wht,1000 t,2000,2680.872674
aglink,baseline,anz,feed,wht,1000 t,2010,2785.604751
aglink,baseline,anz,feed,wht,1000 t,2020,5452.002407
aglink,baseline,anz,feed,wht,1000 t,2030,5645.420726
aglink,baseline,anz,feed,wht,1000 t,2040,5987.678325
aglink,baseline,anz,food,cgr,1000 t,2000,344.2989596
aglink,baseline,anz,food,cgr,1000 t,2010,312.9889027
aglink,baseline,anz,food,cgr,1000 t,2020,295.7831198
aglink,baseline,anz,food,cgr,1000 t,2030,294.4573862
aglink,baseline,anz,food,cgr,1000 t,2040,294.7780565
aglink,baseline,anz,food,nrm,1000 t,2000,927.4489309
aglink,baseline,anz,food,nrm,1000 t,2010,1360.178122
aglink,baseline,anz,food,nrm,1000 t,2020,1780.331215
aglink,baseline,anz,food,nrm,1000 t,2030,2077.990529
aglink,baseline,anz,food,nrm,1000 t,2040,2335.923248
aglink,baseline,anz,food,osd,1000 t,2000,35.54331179
aglink,baseline,anz,food,osd,1000 t,2010,17.84523844
aglink,baseline,anz,food,osd,1000 t,2020,17.08341786
aglink,baseline,anz,food,osd,1000 t,2030,18.98302601
aglink,baseline,anz,food,osd,1000 t,2040,20.41596143
aglink,baseline,anz,food,ric,1000 t,2000,188.5487217
aglink,baseline,anz,food,ric,1000 t,2010,265.3970827
aglink,baseline,anz,food,ric,1000 t,2020,357.2997678
aglink,baseline,anz,food,ric,1000 t,2030,377.7082179
aglink,baseline,anz,food,ric,1000 t,2040,404.5817273
aglink,baseline,anz,food,rum,1000 t,2000,799.8228877
aglink,baseline,anz,food,rum,1000 t,2010,768.169682
aglink,baseline,anz,food,rum,1000 t,2020,698.5724968
aglink,baseline,anz,food,rum,1000 t,2030,621.6426863
aglink,baseline,anz,food,rum,1000 t,2040,585.9725031
aglink,baseline,anz,food,vfn,1000 t,2000,301.9405304
aglink,baseline,anz,food,vfn,1000 t,2010,508.2950648
aglink,baseline,anz,food,vfn,1000 t,2020,359.4451946
aglink,baseline,anz,food,vfn,1000 t,2030,373.2547567
aglink,baseline,anz,food,vfn,1000 t,2040,391.7474949
aglink,baseline,anz,food,wht,1000 t,2000,1810.753098
aglink,baseline,anz,food,wht,1000 t,2010,2071.28752
aglink,baseline,anz,food,wht,1000 t,2020,2405.701511
aglink,baseline,anz,food,wht,1000 t,2030,2685.639992
aglink,baseline,anz,food,wht,1000 t,2040,2999.688845
aglink,baseline,anz,impo,cgr,1000 t,2000,10.833238
aglink,baseline,anz,impo,cgr,1000 t,2010,1.303431465
aglink,baseline,anz,impo,cgr,1000 t,2020,78.84000398
aglink,baseline,anz,impo,cgr,1000 t,2030,120.0352851
aglink,baseline,anz,impo,cgr,1000 t,2040,134.9491327
aglink,baseline,anz,impo,nrm,1000 t,2000,69.8687962
aglink,baseline,anz,impo,nrm,1000 t,2010,323.6663771
aglink,baseline,anz,impo,nrm,1000 t,2020,390.278952
aglink,baseline,anz,impo,nrm,1000 t,2030,468.854953
aglink,baseline,anz,impo,nrm,1000 t,2040,544.8757676
aglink,baseline,anz,impo,osd,1000 t,2000,13.084
aglink,baseline,anz,impo,osd,1000 t,2010,34.023
aglink,baseline,anz,impo,osd,1000 t,2020,32.57091928
aglink,baseline,anz,impo,osd,1000 t,2030,32.15027873
aglink,baseline,anz,impo,osd,1000 t,2040,32.35604781
aglink,baseline,anz,impo,pfb,1000 t,2000,1
aglink,baseline,anz,impo,pfb,1000 t,2010,1.24
aglink,baseline,anz,impo,pfb,1000 t,2020,1
aglink,baseline,anz,impo,pfb,1000 t,2030,1
aglink,baseline,anz,impo,pfb,1000 t,2040,1
aglink,baseline,anz,impo,ric,1000 t,2000,84.911205
aglink,baseline,anz,impo,ric,1000 t,2010,244.8426978
aglink,baseline,anz,impo,ric,1000 t,2020,351.8703011
aglink,baseline,anz,impo,ric,1000 t,2030,238.0273319
aglink,baseline,anz,impo,ric,1000 t,2040,233.1867533
aglink,baseline,anz,impo,rum,1000 t,2000,17.30364
aglink,baseline,anz,impo,rum,1000 t,2010,19.09881362
aglink,baseline,anz,impo,rum,1000 t,2020,32.09223585
aglink,baseline,anz,impo,rum,1000 t,2030,29.87326028
aglink,baseline,anz,impo,rum,1000 t,2040,29.7984169
aglink,baseline,anz,impo,vfn,1000 t,2000,47.24950046
aglink,baseline,anz,impo,vfn,1000 t,2010,111.6481876
aglink,baseline,anz,impo,vfn,1000 t,2020,149.2451606
aglink,baseline,anz,impo,vfn,1000 t,2030,156.5235251
aglink,baseline,anz,impo,vfn,1000 t,2040,165.1212153
aglink,baseline,anz,impo,wht,1000 t,2000,209.415
aglink,baseline,anz,impo,wht,1000 t,2010,271.321576
aglink,baseline,anz,impo,wht,1000 t,2020,512.0308809
aglink,baseline,anz,impo,wht,1000 t,2030,626.5286251
aglink,baseline,anz,impo,wht,1000 t,2040,692.2185787
aglink,baseline,anz,land,crp,1000 ha,2000,26166.5679
aglink,baseline,anz,land,crp,1000 ha,2010,27474.6021
aglink,baseline,anz,land,crp,1000 ha,2020,32535.6238
aglink,baseline,anz,land,crp,1000 ha,2030,33713.8799
aglink,baseline,anz,land,crp,1000 ha,2040,39259.99325
aglink,baseline,anz,land,for,1000 ha,2000,141664.54
aglink,baseline,anz,land,for,1000 ha,2010,139394.22
aglink,baseline,anz,land,for,1000 ha,2020,143897.69
aglink,baseline,anz,land,for,1000 ha,2030,148304.3716
aglink,baseline,anz,land,for,1000 ha,2040,152334.3551
aglink,baseline,anz,land,grs,1000 ha,2000,441752.7463
aglink,baseline,anz,land,grs,1000 ha,2010,360305.3979
aglink,baseline,anz,land,grs,1000 ha,2020,333393.3762
aglink,baseline,anz,land,grs,1000 ha,2030,324278.2806
aglink,baseline,anz,land,grs,1000 ha,2040,308947.3663
aglink,baseline,anz,land,nld,1000 ha,2000,184977.1458
aglink,baseline,anz,land,nld,1000 ha,2010,267386.78
aglink,baseline,anz,land,nld,1000 ha,2020,285706.31
aglink,baseline,anz,land,nld,1000 ha,2030,289236.4679
aglink,baseline,anz,land,nld,1000 ha,2040,294991.2853
aglink,baseline,anz,nett,cgr,1000 t,2000,4474.69671
aglink,baseline,anz,nett,cgr,1000 t,2010,5435.058049
aglink,baseline,anz,nett,cgr,1000 t,2020,8952.389497
aglink,baseline,anz,nett,cgr,1000 t,2030,8347.875303
aglink,baseline,anz,nett,cgr,1000 t,2040,8746.924397
aglink,baseline,anz,nett,nrm,1000 t,2000,-5.669333301
aglink,baseline,anz,nett,nrm,1000 t,2010,-254.1424735
aglink,baseline,anz,nett,nrm,1000 t,2020,-292.6097512
aglink,baseline,anz,nett,nrm,1000 t,2030,-370.6496295
aglink,baseline,anz,nett,nrm,1000 t,2040,-446.3705818
aglink,baseline,anz,nett,osd,1000 t,2000,1396.467
aglink,baseline,anz,nett,osd,1000 t,2010,1521.06309
aglink,baseline,anz,nett,osd,1000 t,2020,3470.126356
aglink,baseline,anz,nett,osd,1000 t,2030,3962.571613
aglink,baseline,anz,nett,osd,1000 t,2040,3971.433453
aglink,baseline,anz,nett,pfb,1000 t,2000,848.865
aglink,baseline,anz,nett,pfb,1000 t,2010,544.76
aglink,baseline,anz,nett,pfb,1000 t,2020,419.3740153
aglink,baseline,anz,nett,pfb,1000 t,2030,810.6336971
aglink,baseline,anz,nett,pfb,1000 t,2040,868.006811
aglink,baseline,anz,nett,ric,1000 t,2000,575.989795
aglink,baseline,anz,nett,ric,1000 t,2010,-153.4016978
aglink,baseline,anz,nett,ric,1000 t,2020,-320.7741392
aglink,baseline,anz,nett,ric,1000 t,2030,-90.44325687
aglink,baseline,anz,nett,ric,1000 t,2040,-63.92735112
aglink,baseline,anz,nett,rum,1000 t,2000,2879.497097
aglink,baseline,anz,nett,rum,1000 t,2010,2866.931618
aglink,baseline,anz,nett,rum,1000 t,2020,3234.641343
aglink,baseline,anz,nett,rum,1000 t,2030,3433.805764
aglink,baseline,anz,nett,rum,1000 t,2040,3681.357579
aglink,baseline,anz,nett,vfn,1000 t,2000,883.7565202
aglink,baseline,anz,nett,vfn,1000 t,2010,957.6904819
aglink,baseline,anz,nett,vfn,1000 t,2020,2079.481607
aglink,baseline,anz,nett,vfn,1000 t,2030,1766.126956
aglink,baseline,anz,nett,vfn,1000 t,2040,2123.621597
aglink,baseline,anz,nett,wht,1000 t,2000,15932.893
aglink,baseline,anz,nett,wht,1000 t,2010,18316.17899
aglink,baseline,anz,nett,wht,1000 t,2020,23185.13839
aglink,baseline,anz,nett,wht,1000 t,2030,19557.23674
aglink,baseline,anz,nett,wht,1000 t,2040,20527.13201
aglink,baseline,anz,othu,cgr,1000 t,2000,982.1517546
aglink,baseline,anz,othu,cgr,1000 t,2010,1466.891812
aglink,baseline,anz,othu,cgr,1000 t,2020,1339.550417
aglink,baseline,anz,othu,cgr,1000 t,2030,1637.100415
aglink,baseline,anz,othu,cgr,1000 t,2040,1644.199419
aglink,baseline,anz,othu,nrm,1000 t,2000,427.0772143
aglink,baseline,anz,othu,nrm,1000 t,2010,634.9708287
aglink,baseline,anz,othu,nrm,1000 t,2020,835.5435874
aglink,baseline,anz,othu,nrm,1000 t,2030,975.8657395
aglink,baseline,anz,othu,nrm,1000 t,2040,1097.520168
aglink,baseline,anz,othu,osd,1000 t,2000,533.0065982
aglink,baseline,anz,othu,osd,1000 t,2010,866.1666716
aglink,baseline,anz,othu,osd,1000 t,2020,1193.910647
aglink,baseline,anz,othu,osd,1000 t,2030,1331.13702
aglink,baseline,anz,othu,osd,1000 t,2040,1375.041027
aglink,baseline,anz,othu,pfb,1000 t,2000,36.6
aglink,baseline,anz,othu,pfb,1000 t,2010,9.821102688
aglink,baseline,anz,othu,pfb,1000 t,2020,2.588658658
aglink,baseline,anz,othu,pfb,1000 t,2030,2.584874467
aglink,baseline,anz,othu,pfb,1000 t,2040,2.593289476
aglink,baseline,anz,othu,ric,1000 t,2000,498.3420456
aglink,baseline,anz,othu,ric,1000 t,2010,608.701946
aglink,baseline,anz,othu,ric,1000 t,2020,375.9596139
aglink,baseline,anz,othu,ric,1000 t,2030,215.6654832
aglink,baseline,anz,othu,ric,1000 t,2040,254.6381135
aglink,baseline,anz,othu,rum,1000 t,2000,415.3697895
aglink,baseline,anz,othu,rum,1000 t,2010,393.9790433
aglink,baseline,anz,othu,rum,1000 t,2020,358.7314942
aglink,baseline,anz,othu,rum,1000 t,2030,319.17396
aglink,baseline,anz,othu,rum,1000 t,2040,300.7327339
aglink,baseline,anz,othu,vfn,1000 t,2000,259.0994696
aglink,baseline,anz,othu,vfn,1000 t,2010,347.2204481
aglink,baseline,anz,othu,vfn,1000 t,2020,248.4084294
aglink,baseline,anz,othu,vfn,1000 t,2030,281.1680587
aglink,baseline,anz,othu,vfn,1000 t,2040,322.9707709
aglink,baseline,anz,othu,wht,1000 t,2000,899.3512271
aglink,baseline,anz,othu,wht,1000 t,2010,1303.390738
aglink,baseline,anz,othu,wht,1000 t,2020,1385.820941
aglink,baseline,anz,othu,wht,1000 t,2030,1814.608647
aglink,baseline,anz,othu,wht,1000 t,2040,1951.575733
aglink,baseline,anz,prod,cgr,1000 t,2000,11658.92189
aglink,baseline,anz,prod,cgr,1000 t,2010,11948.616
aglink,baseline,anz,prod,cgr,1000 t,2020,19213.10036
aglink,baseline,anz,prod,cgr,1000 t,2030,16356.5551
aglink,baseline,anz,prod,cgr,1000 t,2040,17193.35135
aglink,baseline,anz,prod,dry,1000 t,2000,22875.93142
aglink,baseline,anz,prod,dry,1000 t,2010,26474.98935
aglink,baseline,anz,prod,dry,1000 t,2020,30824.73715
aglink,baseline,anz,prod,dry,1000 t,2030,30545.1211
aglink,baseline,anz,prod,dry,1000 t,2040,31503.47736
aglink,baseline,anz,prod,nrm,1000 t,2000,1348.856812
aglink,baseline,anz,prod,nrm,1000 t,2010,1741.006477
aglink,baseline,anz,prod,nrm,1000 t,2020,2323.265051
aglink,baseline,anz,prod,nrm,1000 t,2030,2683.206639
aglink,baseline,anz,prod,nrm,1000 t,2040,2987.072834
aglink,baseline,anz,prod,osd,1000 t,2000,1945.017
aglink,baseline,anz,prod,osd,1000 t,2010,2475.075
aglink,baseline,anz,prod,osd,1000 t,2020,4855.120331
aglink,baseline,anz,prod,osd,1000 t,2030,5312.691659
aglink,baseline,anz,prod,osd,1000 t,2040,5366.890441
aglink,baseline,anz,prod,pfb,1000 t,2000,804.58
aglink,baseline,anz,prod,pfb,1000 t,2010,927
aglink,baseline,anz,prod,pfb,1000 t,2020,608.59
aglink,baseline,anz,prod,pfb,1000 t,2030,814.1402888
aglink,baseline,anz,prod,pfb,1000 t,2040,871.8788871
aglink,baseline,anz,prod,ric,1000 t,2000,1643
aglink,baseline,anz,prod,ric,1000 t,2010,723.283
aglink,baseline,anz,prod,ric,1000 t,2020,422.97754
aglink,baseline,anz,prod,ric,1000 t,2030,517.386442
aglink,baseline,anz,prod,ric,1000 t,2040,609.7764531
aglink,baseline,anz,prod,rum,1000 t,2000,4137.389923
aglink,baseline,anz,prod,rum,1000 t,2010,4023.221973
aglink,baseline,anz,prod,rum,1000 t,2020,4288.918001
aglink,baseline,anz,prod,rum,1000 t,2030,4370.033825
aglink,baseline,anz,prod,rum,1000 t,2040,4562.889605
aglink,baseline,anz,prod,sgc,1000 t,2000,28116.957
aglink,baseline,anz,prod,sgc,1000 t,2010,25181.814
aglink,baseline,anz,prod,sgc,1000 t,2020,32492
aglink,baseline,anz,prod,sgc,1000 t,2030,32561.58278
aglink,baseline,anz,prod,sgc,1000 t,2040,32547.51476
aglink,baseline,anz,prod,vfn,1000 t,2000,2612.09452
aglink,baseline,anz,prod,vfn,1000 t,2010,2909.069812
aglink,baseline,anz,prod,vfn,1000 t,2020,3434.755828
aglink,baseline,anz,prod,vfn,1000 t,2030,3218.223965
aglink,baseline,anz,prod,vfn,1000 t,2040,3657.221457
aglink,baseline,anz,prod,wht,1000 t,2000,22472.2
aglink,baseline,anz,prod,wht,1000 t,2010,27793.262
aglink,baseline,anz,prod,wht,1000 t,2020,32376.25469
aglink,baseline,anz,prod,wht,1000 t,2030,29720.59294
aglink,baseline,anz,prod,wht,1000 t,2040,31485.43078
aglink,baseline,anz,yild,cgr,t/ha,2000,2.207291379
aglink,baseline,anz,yild,cgr,t/ha,2010,2.236009195
aglink,baseline,anz,yild,cgr,t/ha,2020,2.617354904
aglink,baseline,anz,yild,cgr,t/ha,2030,2.76059011
aglink,baseline,anz,yild,cgr,t/ha,2040,2.839155806
aglink,baseline,anz,yild,dry,t/ha,2000,8.372160906
aglink,baseline,anz,yild,dry,t/ha,2010,9.648675107
aglink,baseline,anz,yild,dry,t/ha,2020,10.98524876
aglink,baseline,anz,yild,dry,t/ha,2030,11.59156317
aglink,baseline,anz,yild,dry,t/ha,2040,11.95489732
aglink,baseline,anz,yild,osd,t/ha,2000,1.230242447
aglink,baseline,anz,yild,osd,t/ha,2010,1.145448588
aglink,baseline,anz,yild,osd,t/ha,2020,1.826687978
aglink,baseline,anz,yild,osd,t/ha,2030,2.221081167
aglink,baseline,anz,yild,osd,t/ha,2040,2.367231305
aglink,baseline,anz,yild,pfb,t/ha,2000,1.571209017
aglink,baseline,anz,yild,pfb,t/ha,2010,1.568527919
aglink,baseline,anz,yild,pfb,t/ha,2020,2.042248322
aglink,baseline,anz,yild,pfb,t/ha,2030,1.992324739
aglink,baseline,anz,yild,pfb,t/ha,2040,2.152719821
aglink,baseline,anz,yild,ric,t/ha,2000,9.282485876
aglink,baseline,anz,yild,ric,t/ha,2010,9.544132589
aglink,baseline,anz,yild,ric,t/ha,2020,9.381975359
aglink,baseline,anz,yild,ric,t/ha,2030,10.17612356
aglink,baseline,anz,yild,ric,t/ha,2040,11.0432296
aglink,baseline,anz,yild,sgc,t/ha,2000,69.71307683
aglink,baseline,anz,yild,sgc,t/ha,2010,81.7315387
aglink,baseline,anz,yild,sgc,t/ha,2020,91.52676056
aglink,baseline,anz,yild,sgc,t/ha,2030,86.96972697
aglink,baseline,anz,yild,sgc,t/ha,2040,87.75937331
aglink,baseline,anz,yild,vfn,t/ha,2000,1.129141793
aglink,baseline,anz,yild,vfn,t/ha,2010,1.285757959
aglink,baseline,anz,yild,vfn,t/ha,2020,1.728297022
aglink,baseline,anz,yild,vfn,t/ha,2030,1.552929855
aglink,baseline,anz,yild,vfn,t/ha,2040,1.625063972
aglink,baseline,anz,yild,wht,t/ha,2000,1.8434493
aglink,baseline,anz,yild,wht,t/ha,2010,2.050496798
aglink,baseline,anz,yild,wht,t/ha,2020,2.551538333
aglink,baseline,anz,yild,wht,t/ha,2030,2.404429992
aglink,baseline,anz,yild,wht,t/ha,2040,2.578342106
aglink,baseline,bra,area,cgr,1000 ha,2000,13868.532
aglink,baseline,bra,area,cgr,1000 ha,2010,14732
aglink,baseline,bra,area,cgr,1000 ha,2020,21364.27964
aglink,baseline,bra,area,cgr,1000 ha,2030,24717.05061
aglink,baseline,bra,area,cgr,1000 ha,2040,25954.60681
aglink,baseline,bra,area,grs,1000 ha,2000,173453.5
aglink,baseline,bra,area,grs,1000 ha,2010,170177.2
aglink,baseline,bra,area,grs,1000 ha,2020,173412.8092
aglink,baseline,bra,area,grs,1000 ha,2030,171933.7506
aglink,baseline,bra,area,grs,1000 ha,2040,172456.2568
aglink,baseline,bra,area,osd,1000 ha,2000,14125.81
aglink,baseline,bra,area,osd,1000 ha,2010,24410.206
aglink,baseline,bra,area,osd,1000 ha,2020,39772
aglink,baseline,bra,area,osd,1000 ha,2030,42988.0856
aglink,baseline,bra,area,osd,1000 ha,2040,42455.69949
aglink,baseline,bra,area,pfb,1000 ha,2000,868.4
aglink,baseline,bra,area,pfb,1000 ha,2010,1400.3
aglink,baseline,bra,area,pfb,1000 ha,2020,1370.6
aglink,baseline,bra,area,pfb,1000 ha,2030,1852.205153
aglink,baseline,bra,area,pfb,1000 ha,2040,2119.995591
aglink,baseline,bra,area,ric,1000 ha,2000,3677.6
aglink,baseline,bra,area,ric,1000 ha,2010,2764.8
aglink,baseline,bra,area,ric,1000 ha,2020,1665.8
aglink,baseline,bra,area,ric,1000 ha,2030,1437.796366
aglink,baseline,bra,area,ric,1000 ha,2040,1232.066919
aglink,baseline,bra,area,sgc,1000 ha,2000,4804.511
aglink,baseline,bra,area,sgc,1000 ha,2010,8056.1
aglink,baseline,bra,area,sgc,1000 ha,2020,8616.13
aglink,baseline,bra,area,sgc,1000 ha,2030,9725.168656
aglink,baseline,bra,area,sgc,1000 ha,2040,10718.13914
aglink,baseline,bra,area,vfn,1000 ha,2000,6318.054
